Experiment,Generator,Run,Duration_Seconds,Triples_Reported,Triples_Measured,Throughput_Reported,Throughput_Measured,Tool,Tool_Version,RDF_Triples,RDF_Subjects,RDF_Predicates,RDF_Objects,RDF_Classes,RDF_Mean_Outdegree,RDF_Mean_Indegree,RDF_Coherence,RDF_Coherence_TypeIncl,RDF_Type_Coverage_Avg,Triple_Validity_Pct,Shape_Translation_Loss_Pct,Schema_Constraints,Constraints_Represented,Valid_Triples,Generated_Triples,FHIR_Resource_Instances,FHIR_Resource_Types,FHIR_R4_Coverage_Pct,FHIR_Triples_Per_Resource,FHIR_Value_Literals,FHIR_Literals_Per_Resource,FHIR_Missing_ResourceType_Pct,FHIR_Malformed_Primitives,FHIR_Blank_Nodes,FHIR_Total_Nodes,FHIR_Anonymity_Index,Params,Notes,Error
rudof_shacl_low,rudof,2,9.4454,350592,350592,37117.750439367315,37117.750439367315,rudof_generate,rudof_generate 0.1.0,350592,101442,14,43317,15,3.4560832791151594,8.09363529330286,0.42423350429226864,0.7437347457597945,0.45183955579660384,89.8149415845199,0.0,221,221,314884,350592,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,3,9.1049,350623,350623,38509.264242331046,38509.264242331046,rudof_generate,rudof_generate 0.1.0,350623,101459,14,43436,15,3.4558097359524536,8.072175154249932,0.42476256993307543,0.7441242157869071,0.45247108724397817,89.94133299869091,0.0,221,221,315355,350623,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,4,9.4092,350603,350603,37261.72256940016,37261.72256940016,rudof_generate,rudof_generate 0.1.0,350603,101499,14,43326,15,3.45425078079587,8.092207912108202,0.42496026019622685,0.7440788805957429,0.45262108744733104,89.95901347107697,0.0,221,221,315399,350603,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,5,9.4465,350480,350480,37101.57201079765,37101.57201079765,rudof_generate,rudof_generate 0.1.0,350480,101397,14,43221,15,3.456512520094283,8.10902107771685,0.4243389197895945,0.7440025659004031,0.45215232194586796,89.91440310431409,0.0,221,221,315132,350480,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,6,9.5031,350189,350189,36849.97527122728,36849.97527122728,rudof_generate,rudof_generate 0.1.0,350189,101366,14,43356,15,3.4546988141980544,8.077059691853492,0.42454637467656503,0.7438199707863599,0.4521214231262388,89.99197576166014,0.0,221,221,315142,350189,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,7,9.4805,350319,350319,36951.532092189234,36951.532092189234,rudof_generate,rudof_generate 0.1.0,350319,101362,14,43264,15,3.456117677236045,8.097240199704142,0.42451362807286236,0.7440573359102985,0.45226240022169545,90.01081871094631,0.0,221,221,315325,350319,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,8,9.543,350457,350457,36723.98616787174,36723.98616787174,rudof_generate,rudof_generate 0.1.0,350457,101408,14,43264,15,3.455910776270117,8.100429918639053,0.42430502330805536,0.7437219661452463,0.45190611847616685,89.91459722590788,0.0,221,221,315112,350457,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,9,9.6487,350438,350438,36319.7114637205,36319.7114637205,rudof_generate,rudof_generate 0.1.0,350438,101399,14,43355,15,3.4560301383642837,8.082989274593473,0.4246843347062247,0.7442085814690577,0.4524966277074297,90.02020328845616,0.0,221,221,315465,350438,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rudof_shacl_low,rudof,10,9.3217,350679,350679,37619.640194385145,37619.640194385145,rudof_generate,rudof_generate 0.1.0,350679,101442,14,43442,15,3.456940912048264,8.072349339349017,0.42502990758503023,0.7440890806944808,0.45263787096570773,89.96347086651896,0.0,221,221,315483,350679,,,,,,,,,,,,"{""config"": ""lubm/benchmark_config_sweep.toml"", ""entities"": 88000, ""parallel"": null, ""property_fill"": 0.1, ""schema"": ""lubm/lubm_shacl.ttl"", ""seed"": 42}",,
rdfgraphgen,rdfgraphgen,1,24.0162,,460000,,19153.73789358849,rdf-graph-gen,,460000,121900,18,213866,15,3.7735849056603774,2.150879522691779,0.9979397876224549,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,2,23.9633,,460000,,19196.0205814725,rdf-graph-gen,,460000,121900,18,213860,15,3.7735849056603774,2.150939867202843,0.9979397876224549,0.9981481481481481,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,3,21.5603,,460000,,21335.510173791645,rdf-graph-gen,,460000,121900,18,213861,15,3.7735849056603774,2.150929809549193,0.997939787622455,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,4,24.1216,,460000,,19070.045104802335,rdf-graph-gen,,460000,121900,18,213854,15,3.7735849056603774,2.1510002151000216,0.997939787622455,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,5,24.2463,,460000,,18971.96685679877,rdf-graph-gen,,460000,121900,18,213848,15,3.7735849056603774,2.1510605663835998,0.9979397876224549,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,6,24.1399,,460000,,19055.58846556945,rdf-graph-gen,,460000,121900,18,213859,15,3.7735849056603774,2.1509499249505515,0.9979397876224549,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,7,23.7273,,460000,,19386.950896225022,rdf-graph-gen,,460000,121900,18,213865,15,3.7735849056603774,2.150889579875155,0.997939787622455,0.9981481481481481,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,8,24.956,,460000,,18432.44109632954,rdf-graph-gen,,460000,121900,18,213842,15,3.7735849056603774,2.151120921053862,0.9979397876224549,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,9,24.9445,,460000,,18440.938884323197,rdf-graph-gen,,460000,121900,18,213852,15,3.7735849056603774,2.151020331818267,0.997939787622455,0.9981481481481481,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
rdfgraphgen,rdfgraphgen,10,25.0248,,460000,,18381.765288833478,rdf-graph-gen,,460000,121900,18,213877,15,3.7735849056603774,2.1507688998817076,0.9979397876224549,0.998148148148148,0.9962962962962963,,,,,,,,,,,,,,,,,,"{""scale_factor"": 2300, ""shape"": ""lubm/lubm_shacl.ttl""}",,
linkgen_high,linkgen,1,37.7692,136951,136957,3625.9968439892823,3626.1557035891683,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,2,37.1247,136951,136957,3688.945634577519,3689.107252045135,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,3,36.7243,136951,136957,3729.1657022734266,3729.329081834099,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,4,36.6228,136951,136957,3739.5010758325416,3739.664908199264,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,5,37.0946,136951,136957,3691.938988424191,3692.100737034501,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,6,36.6287,136951,136957,3738.8987324147456,3739.0625383920255,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,7,36.5653,136951,136957,3745.3815502676034,3745.5456402654977,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,8,36.5727,136951,136957,3744.6237220659127,3744.787778862376,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,9,36.5692,136951,136957,3744.9821160976994,3745.1461885958674,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_high,linkgen,10,36.0331,136951,136957,3800.6999120253327,3800.8664255920253,linkgen,,136957,735,25,33,13,186.3360544217687,4150.212121212121,0.5930189906952148,0.6112290249433107,0.7067851768017881,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""gaussian"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,1,18.0807,137277,137283,7592.460468897775,7592.792314456851,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,2,18.016,137277,137283,7619.7269094138555,7620.059946714033,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,3,17.9625,137277,137283,7642.421711899792,7642.755741127349,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,4,19.0041,137277,137283,7223.546497860987,7223.862219205329,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,5,18.4826,137277,137283,7427.364115438304,7427.688745089976,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,6,18.5603,137277,137283,7396.27053442024,7396.593805057029,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,7,18.7456,137277,137283,7323.158501194947,7323.478576305906,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,8,18.405,137277,137283,7458.679706601467,7459.005704971475,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,9,18.045,137277,137283,7607.481296758104,7607.813798836242,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
linkgen_low,linkgen,10,18.4441,137277,137283,7442.867908979024,7443.193216258858,linkgen,,137283,11140,22,31,13,12.32342908438061,4428.4838709677415,0.5093691800582693,0.5379929002774604,0.6657132339866332,,,,,,,,,,,,,,,,,,"{""avg_frequency"": 10, ""distribution"": ""zipf"", ""gaussian_deviation"": 15, ""gaussian_mean"": 200, ""max_file_size"": 500, ""ontology"": ""univ-bench.owl"", ""threads"": 2, ""triples"": 135000, ""triples_per_file"": 500000, ""zipf_exponent"": 2.1}",3 N-Triples file(s),
ref_bsbm,bsbm,1,4.9884,1507781,1507781,302257.43725443026,302257.43725443026,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,2,5.188,1507781,1507781,290628.565921357,290628.565921357,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,3,5.2699,1507781,1507781,286111.88068084785,286111.88068084785,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,4,5.8779,1507781,1507781,256516.95333367356,256516.95333367356,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,5,5.3078,1507781,1507781,284068.9174422548,284068.9174422548,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,6,5.0922,1507781,1507781,296096.1863241821,296096.1863241821,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,7,5.139,1507781,1507781,293399.6886553804,293399.6886553804,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,8,5.1823,1507781,1507781,290948.22762094054,290948.22762094054,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,9,4.9993,1507781,1507781,301598.4237793291,301598.4237793291,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_bsbm,bsbm,10,5.602,1507781,1507781,269150.4819707247,269150.4819707247,bsbmtools,,1507781,139080,40,310536,209,10.841105838366408,4.855414509106835,0.9414045476602321,0.9483028211216958,0.8149867338161376,,,,,,,,,,,,,,,,,,"{""format"": ""ttl"", ""forward_chaining"": true, ""products"": 4200}",,
ref_watdiv_high,watdiv,1,12.9316,8712000,8712000,673698.5369173188,673698.5369173188,WatDiv,v0.6,8712000,1305000,16,3112045,11,6.675862068965517,2.799445380770522,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,2,17.3407,8712000,8712000,502401.8638232598,502401.8638232598,WatDiv,v0.6,8712000,1305000,16,3112345,11,6.675862068965517,2.799175541271935,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,3,16.6833,8712000,8712000,522198.845552139,522198.845552139,WatDiv,v0.6,8712000,1305000,16,3112158,11,6.675862068965517,2.7993437351188466,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,4,17.4873,8712000,8712000,498190.1151121099,498190.1151121099,WatDiv,v0.6,8712000,1305000,16,3112300,11,6.675862068965517,2.79921601388041,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,5,18.5628,8712000,8712000,469325.748270735,469325.748270735,WatDiv,v0.6,8712000,1305000,16,3112361,11,6.675862068965517,2.799161151293182,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,6,15.7815,8712000,8712000,552038.7795836898,552038.7795836898,WatDiv,v0.6,8712000,1305000,16,3112184,11,6.675862068965517,2.7993203486683305,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,7,13.4983,8712000,8712000,645414.6077654223,645414.6077654223,WatDiv,v0.6,8712000,1305000,16,3112266,11,6.675862068965517,2.799246593960799,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,8,13.1755,8712000,8712000,661227.2779021669,661227.2779021669,WatDiv,v0.6,8712000,1305000,16,3112534,11,6.675862068965517,2.7990055690957916,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,9,12.793,8712000,8712000,680997.4204643165,680997.4204643165,WatDiv,v0.6,8712000,1305000,16,3112278,11,6.675862068965517,2.799235800914957,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_high,watdiv,10,13.4487,8712000,8712000,647794.954159138,647794.954159138,WatDiv,v0.6,8712000,1305000,16,3112135,11,6.675862068965517,2.799364423458494,0.9993101770437035,0.9993730407523511,0.9977272727272727,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 1.0, ""scale_factor"": 900}",property fill 1.0 substituted into the model,
ref_watdiv_low,watdiv,1,7.3141,3876448,3876448,529996.5819444634,529996.5819444634,WatDiv,v0.6,3876448,1305000,16,1605126,11,2.9704582375478927,2.4150428066083287,0.5155138768270089,0.5995083262841883,0.5881886111111111,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 0.1, ""scale_factor"": 900}",property fill 0.1 substituted into the model,
ref_watdiv_low,watdiv,2,6.8675,3875202,3875202,564281.3250819076,564281.3250819076,WatDiv,v0.6,3875202,1305000,16,1604517,11,2.969503448275862,2.415182886812667,0.5153427650442672,0.5993699952452826,0.588266672077922,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 0.1, ""scale_factor"": 900}",property fill 0.1 substituted into the model,
ref_watdiv_low,watdiv,3,6.5908,3878089,3878089,588409.4495357164,588409.4495357164,WatDiv,v0.6,3878089,1305000,16,1606265,11,2.9717157088122605,2.4143519282310204,0.5155731808859964,0.599587532412245,0.5883354118566618,,,,,,,,,,,,,,,,,,"{""model"": ""lubm/lubm-watdiv.txt.template"", ""property_fill"": 0.1, ""scale_factor"": 900}",property fill 0.1 substituted into the model,
